x y theta(rad)
-4.125394625589251518e-04 -8.626116067171096802e-02 1.557703852653503418e+00
-3.428919590078294277e-04 -8.624104410409927368e-02 1.556716561317443848e+00
-2.680832112673670053e-04 -8.621887862682342529e-02 1.556560277938842773e+00
-1.881072530522942543e-04 -8.619464933872222900e-02 1.557232499122619629e+00
-1.029655686579644680e-04 -8.616834878921508789e-02 1.558733463287353516e+00
-1.265982609766069800e-05 -8.613999187946319580e-02 1.561063170433044434e+00
8.280822657980024815e-05 -8.610957860946655273e-02 1.564221382141113281e+00
6.895571277709677815e-05 -8.612205088138580322e-02 1.570453763008117676e+00
5.881044125999324024e-05 -8.613494783639907837e-02 1.577288627624511719e+00
5.346744364942423999e-05 -8.614741265773773193e-02 1.584881424903869629e+00
5.390098158386535943e-05 -8.615978807210922241e-02 1.593165040016174316e+00
6.059599400032311678e-05 -8.617249876260757446e-02 1.602213978767395020e+00
7.374390406766906381e-05 -8.618575334548950195e-02 1.612056612968444824e+00
9.334914648206904531e-05 -8.619970083236694336e-02 1.622676134109497070e+00
1.194185388158075511e-04 -8.621456474065780640e-02 1.634045958518981934e+00
1.519543002359569073e-04 -8.623037487268447876e-02 1.646165728569030762e+00
1.909592829179018736e-04 -8.624715358018875122e-02 1.659035325050354004e+00
2.364370739087462425e-04 -8.626494556665420532e-02 1.672654867172241211e+00
2.587471390143036842e-04 -8.624508231878280640e-02 1.662362933158874512e+00
2.824053226504474878e-04 -8.622343093156814575e-02 1.651578664779663086e+00
3.083163755945861340e-04 -8.619913458824157715e-02 1.639968037605285645e+00
3.369353071320801973e-04 -8.617136627435684204e-02 1.627219319343566895e+00
3.679192741401493549e-04 -8.613996207714080811e-02 1.613535404205322266e+00
4.011937999166548252e-04 -8.610493689775466919e-02 1.598959803581237793e+00
4.367569054011255503e-04 -8.606631308794021606e-02 1.583492517471313477e+00
4.746054473798722029e-04 -8.602415025234222412e-02 1.567133665084838867e+00
5.147895426489412785e-04 -8.597853779792785645e-02 1.549784541130065918e+00
5.573137896135449409e-04 -8.592952787876129150e-02 1.531425237655639648e+00
6.021694862283766270e-04 -8.587719500064849854e-02 1.512055873870849609e+00
5.978493718430399895e-04 -8.587192744016647339e-02 1.512123823165893555e+00
5.936179077252745628e-04 -8.586681634187698364e-02 1.512178659439086914e+00
5.874510388821363449e-04 -8.586328476667404175e-02 1.512911796569824219e+00
5.779892089776694775e-04 -8.586248755455017090e-02 1.515092968940734863e+00
5.654385313391685486e-04 -8.586494624614715576e-02 1.519236803054809570e+00
5.500791012309491634e-04 -8.587055653333663940e-02 1.525576233863830566e+00
5.320623167790472507e-04 -8.587936311960220337e-02 1.534194946289062500e+00
5.113317165523767471e-04 -8.589133620262145996e-02 1.545142650604248047e+00
4.878056643065065145e-04 -8.590647578239440918e-02 1.558418512344360352e+00
4.614628851413726807e-04 -8.592490851879119873e-02 1.573995709419250488e+00
4.323072789702564478e-04 -8.594674617052078247e-02 1.591874241828918457e+00
3.988462558481842279e-04 -8.595959097146987915e-02 1.597164392471313477e+00
3.659153589978814125e-04 -8.597229421138763428e-02 1.602567076683044434e+00
3.326510486658662558e-04 -8.598598092794418335e-02 1.608824729919433594e+00
2.994484384544193745e-04 -8.600119501352310181e-02 1.615783572196960449e+00
2.669362002052366734e-04 -8.601811528205871582e-02 1.623173117637634277e+00
2.354818134335801005e-04 -8.603700250387191772e-02 1.630868673324584961e+00
2.051355695584788918e-04 -8.605813235044479370e-02 1.638771414756774902e+00
1.760252926032990217e-04 -8.608147501945495605e-02 1.646867394447326660e+00
1.482313091401010752e-04 -8.610700070858001709e-02 1.655141830444335938e+00
1.218400429934263229e-04 -8.613462001085281372e-02 1.663578748703002930e+00
9.671608859207481146e-05 -8.616439998149871826e-02 1.672157406806945801e+00
1.111260207835584879e-04 -8.615249395370483398e-02 1.664839982986450195e+00
1.261131837964057922e-04 -8.614071458578109741e-02 1.657510280609130859e+00
1.406698138453066349e-04 -8.612805604934692383e-02 1.649694919586181641e+00
1.548253931105136871e-04 -8.611506968736648560e-02 1.641360640525817871e+00
1.686069881543517113e-04 -8.610215783119201660e-02 1.632490158081054688e+00
1.820262550609186292e-04 -8.608940243721008301e-02 1.623070240020751953e+00
1.951148005900904536e-04 -8.607681840658187866e-02 1.613084912300109863e+00
2.078773686662316322e-04 -8.606442064046859741e-02 1.602537393569946289e+00
2.202602336183190346e-04 -8.605227619409561157e-02 1.591424465179443359e+00
2.319815394002944231e-04 -8.604057878255844116e-02 1.579727768898010254e+00
2.430314780212938786e-04 -8.602934330701828003e-02 1.567437767982482910e+00
